Scenario,Fitness,Time (ms),Best Generation,Seed,p,pe,pm,rhoe,K,MAX_GENS,X_INTVL,X_NUMBER
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,106033,702,48497461,87,0.1175,0.4757,0.5264,3,2871,272,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1876.82,118818,2077,48497461,89,0.2201,0.4648,0.2237,4,2646,65,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,84036,143,48497461,98,0.2506,0.375,0.2734,3,2253,70,5
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1908.75,96687,920,48497461,97,0.3215,0.3638,0.4389,4,2328,35,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1876.82,123513,2182,48497461,96,0.3011,0.4557,0.3582,4,2834,62,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,88001,797,48497461,97,0.2182,0.5174,0.425,3,2356,250,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,114056,162,48497461,100,0.0802,0.3054,0.5077,3,2661,280,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,92916,420,48497461,89,0.1072,0.4327,0.2761,3,2419,260,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,71089,714,48497461,97,0.2407,0.3409,0.4167,3,1973,30,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1941.21,82098,6,48497461,97,0.2742,0.1726,0.5911,3,2514,241,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,86193,647,48497461,89,0.1663,0.3323,0.3007,3,2423,66,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1908.75,118078,1940,48497461,76,0.1413,0.3552,0.1875,4,2769,40,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,93705,2540,48497461,95,0.2378,0.1974,0.2045,3,2558,59,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,113762,1671,48497461,87,0.2448,0.3541,0.2733,4,2690,40,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1850.07,102811,2091,48497461,94,0.243,0.343,0.3611,4,2233,51,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1931.08,51738,1906,48497461,69,0.2687,0.2774,0.3468,3,2155,277,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1922.44,105003,2426,48497461,86,0.2999,0.1542,0.3308,4,2808,54,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1876.82,122237,2243,48497461,91,0.2765,0.3626,0.2605,4,2962,67,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,140855,437,48497461,83,0.1473,0.2776,0.4132,4,2906,32,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1908.75,123494,376,48497461,98,0.3363,0.5005,0.2635,4,2932,31,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,98857,1437,48497461,93,0.3013,0.3975,0.3258,4,2367,74,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1876.82,84972,2007,48497461,81,0.0791,0.4222,0.4623,3,2426,251,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,77323,760,48497461,87,0.235,0.2616,0.3199,3,2455,61,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1908.75,65074,1708,48497461,80,0.1904,0.2452,0.3763,3,2180,273,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,117467,2350,48497461,83,0.2202,0.4078,0.1911,4,2760,43,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,82624,1280,48497461,96,0.3001,0.2038,0.3894,3,2646,77,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,71370,718,48497461,81,0.324,0.3453,0.3782,3,2576,40,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,77565,1065,48497461,91,0.1961,0.3131,0.5387,3,2284,59,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1908.75,122250,1588,48497461,92,0.2717,0.4742,0.2165,4,2785,46,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,110199,9,48497461,77,0.2703,0.3162,0.3103,4,2828,46,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,86418,763,48497461,94,0.2336,0.4955,0.357,3,2465,247,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1941.21,68124,1,48497461,81,0.2648,0.5116,0.256,3,2344,40,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,73612,933,48497461,96,0.3088,0.1564,0.4705,3,2469,253,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1876.82,88472,2521,48497461,85,0.2144,0.2531,0.2775,3,2921,56,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1908.75,73118,1332,48497461,91,0.3162,0.4587,0.3776,3,2413,283,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1907.58,143467,2677,48497461,86,0.1045,0.4787,0.2737,4,2880,53,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,115189,1012,48497461,91,0.2589,0.4244,0.4309,4,2666,38,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,67577,2254,48497461,89,0.3333,0.4155,0.3777,3,2349,280,3
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,75632,427,48497461,94,0.201,0.3346,0.3078,3,2079,47,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,120778,595,48497461,100,0.0793,0.442,0.4501,3,2603,282,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1917.57,118279,1311,48497461,92,0.309,0.3279,0.4853,4,2891,61,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,121639,2040,48497461,95,0.1907,0.2318,0.4814,4,2522,41,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1839.81,75837,1627,48497461,95,0.3788,0.4761,0.3499,3,2544,78,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1839.81,105086,1858,48497461,80,0.2393,0.2775,0.314,4,2791,34,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1925.5,74780,1335,48497461,99,0.336,0.2814,0.2866,3,2226,74,4
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1941.21,118360,3,48497461,73,0.122,0.3285,0.3711,4,2918,34,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1935.27,110469,306,48497461,90,0.3387,0.5,0.3208,4,2792,44,2
C:/TunningBRKGA/Instances/scenario_I100U50O50SrandomDrandomUDequalR0.csv,1908.75,40311,1725,48497461,96,0.3385,0.1764,0.6127,2,2117,274,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,34313,32,228855399,86,0.2389,0.4098,0.4608,4,2019,70,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,36552,24,228855399,75,0.3687,0.2595,0.3983,4,2913,49,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,39734,38,228855399,71,0.2562,0.4022,0.4466,4,2918,59,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,40135,32,228855399,78,0.2691,0.3039,0.2937,4,2675,45,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,32664,18,228855399,100,0.2792,0.2931,0.4284,3,2298,47,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,46960,39,228855399,89,0.2026,0.4362,0.2565,4,2560,36,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,31494,36,228855399,86,0.1919,0.3821,0.2498,3,2322,39,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,40492,10,228855399,86,0.1193,0.438,0.3651,3,2778,282,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,23656,64,228855399,82,0.1705,0.0996,0.5275,3,1771,285,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,29492,20,228855399,93,0.3009,0.2883,0.3083,3,2300,31,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,50126,15,228855399,100,0.1983,0.4648,0.4299,4,2421,67,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,25607,24,228855399,96,0.3484,0.2258,0.2356,3,2077,65,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,34848,24,228855399,98,0.0901,0.4267,0.3874,3,2020,296,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,52364,36,228855399,84,0.1714,0.2281,0.4196,4,2895,33,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,45838,32,228855399,94,0.1147,0.482,0.3902,3,2843,273,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,22317,98,228855399,74,0.2824,0.0815,0.4976,3,2114,269,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,42331,5,228855399,100,0.1777,0.2383,0.3429,3,2643,61,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,52329,20,228855399,77,0.109,0.2684,0.2186,4,2954,45,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,24839,21,228855399,90,0.1566,0.6255,0.4715,2,2571,253,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,40138,9,228855399,94,0.0858,0.3653,0.2029,3,2432,280,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,36447,7,228855399,100,0.2611,0.3277,0.3727,3,2543,31,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,25305,13,228855399,88,0.2016,0.329,0.3913,3,1847,50,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,31941,11,228855399,76,0.3398,0.2989,0.2205,4,2411,49,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,48402,15,228855399,98,0.1289,0.2656,0.4383,3,2921,264,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,28150,22,228855399,90,0.3464,0.1987,0.2358,3,2429,41,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,37033,8,228855399,85,0.1201,0.4698,0.5005,3,2581,251,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,43657,48,228855399,98,0.1101,0.019,0.6955,3,2577,283,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,40017,16,228855399,81,0.2619,0.2978,0.3563,4,2578,32,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,38161,14,228855399,73,0.2643,0.2992,0.3529,4,2727,73,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,37401,9,228855399,89,0.2109,0.1074,0.6083,3,2717,297,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,44785,69,228855399,82,0.2362,0.3862,0.2184,4,2767,37,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,32828,19,228855399,88,0.2114,0.3936,0.4278,3,2426,64,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,42474,16,228855399,87,0.1175,0.4757,0.5264,3,2871,272,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,47403,36,228855399,89,0.2201,0.4648,0.2237,4,2646,65,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,32119,28,228855399,98,0.2506,0.375,0.2734,3,2253,70,5
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,39924,49,228855399,97,0.3215,0.3638,0.4389,4,2328,35,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,49535,15,228855399,96,0.3011,0.4557,0.3582,4,2834,62,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,34415,6,228855399,97,0.2182,0.5174,0.425,3,2356,250,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,46878,5,228855399,100,0.0802,0.3054,0.5077,3,2661,280,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,37058,43,228855399,89,0.1072,0.4327,0.2761,3,2419,260,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,28246,37,228855399,97,0.2407,0.3409,0.4167,3,1973,30,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,34812,14,228855399,97,0.2742,0.1726,0.5911,3,2514,241,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,34994,8,228855399,89,0.1663,0.3323,0.3007,3,2423,66,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,46792,59,228855399,76,0.1413,0.3552,0.1875,4,2769,40,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,36377,46,228855399,95,0.2378,0.1974,0.2045,3,2558,59,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,45911,53,228855399,87,0.2448,0.3541,0.2733,4,2690,40,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,41548,7,228855399,94,0.243,0.343,0.3611,4,2233,51,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,21360,15,228855399,69,0.2687,0.2774,0.3468,3,2155,277,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,44710,17,228855399,86,0.2999,0.1542,0.3308,4,2808,54,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,50423,23,228855399,91,0.2765,0.3626,0.2605,4,2962,67,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,53158,17,228855399,83,0.1473,0.2776,0.4132,4,2906,32,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,49757,50,228855399,98,0.3363,0.5005,0.2635,4,2932,31,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,39957,26,228855399,93,0.3013,0.3975,0.3258,4,2367,74,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,34884,7,228855399,81,0.0791,0.4222,0.4623,3,2426,251,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,31898,26,228855399,87,0.235,0.2616,0.3199,3,2455,61,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,27323,29,228855399,80,0.1904,0.2452,0.3763,3,2180,273,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,46190,10,228855399,83,0.2202,0.4078,0.1911,4,2760,43,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,35191,9,228855399,96,0.3001,0.2038,0.3894,3,2646,77,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,27574,5,228855399,81,0.324,0.3453,0.3782,3,2576,40,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,32587,12,228855399,91,0.1961,0.3131,0.5387,3,2284,59,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,48542,34,228855399,92,0.2717,0.4742,0.2165,4,2785,46,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,41673,28,228855399,77,0.2703,0.3162,0.3103,4,2828,46,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,34514,51,228855399,94,0.2336,0.4955,0.357,3,2465,247,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,26937,74,228855399,81,0.2648,0.5116,0.256,3,2344,40,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,32384,26,228855399,96,0.3088,0.1564,0.4705,3,2469,253,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,37884,15,228855399,85,0.2144,0.2531,0.2775,3,2921,56,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,29390,32,228855399,91,0.3162,0.4587,0.3776,3,2413,283,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,57094,13,228855399,86,0.1045,0.4787,0.2737,4,2880,53,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,46709,12,228855399,91,0.2589,0.4244,0.4309,4,2666,38,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,27302,34,228855399,89,0.3333,0.4155,0.3777,3,2349,280,3
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,30641,18,228855399,94,0.201,0.3346,0.3078,3,2079,47,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,46433,12,228855399,100,0.0793,0.442,0.4501,3,2603,282,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,47793,29,228855399,92,0.309,0.3279,0.4853,4,2891,61,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,50256,46,228855399,95,0.1907,0.2318,0.4814,4,2522,41,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,29600,35,228855399,95,0.3788,0.4761,0.3499,3,2544,78,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,43897,17,228855399,80,0.2393,0.2775,0.314,4,2791,34,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,28754,26,228855399,99,0.336,0.2814,0.2866,3,2226,74,4
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,48801,31,228855399,73,0.122,0.3285,0.3711,4,2918,34,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,43045,35,228855399,90,0.3387,0.5,0.3208,4,2792,44,2
C:/TunningBRKGA/Instances/scenario_I100U95O0S0DcityblockUDequalFOrandomR0.csv,1045,17741,28,228855399,96,0.3385,0.1764,0.6127,2,2117,274,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,59153,361,1493877593,86,0.2389,0.4098,0.4608,4,2019,70,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,64914,164,1493877593,75,0.3687,0.2595,0.3983,4,2913,49,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,755.151,68977,709,1493877593,71,0.2562,0.4022,0.4466,4,2918,59,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,71409,1006,1493877593,78,0.2691,0.3039,0.2937,4,2675,45,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,58026,485,1493877593,100,0.2792,0.2931,0.4284,3,2298,47,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,86223,356,1493877593,89,0.2026,0.4362,0.2565,4,2560,36,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,56977,826,1493877593,86,0.1919,0.3821,0.2498,3,2322,39,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,73216,1119,1493877593,86,0.1193,0.438,0.3651,3,2778,282,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,759.149,30725,514,1493877593,82,0.1705,0.0996,0.5275,3,1771,285,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,52694,1116,1493877593,93,0.3009,0.2883,0.3083,3,2300,31,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,91142,1218,1493877593,100,0.1983,0.4648,0.4299,4,2421,67,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,43308,1004,1493877593,96,0.3484,0.2258,0.2356,3,2077,65,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,64388,182,1493877593,98,0.0901,0.4267,0.3874,3,2020,296,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,660.395,96028,812,1493877593,84,0.1714,0.2281,0.4196,4,2895,33,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,80701,805,1493877593,94,0.1147,0.482,0.3902,3,2843,273,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,33281,259,1493877593,74,0.2824,0.0815,0.4976,3,2114,269,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,73856,1840,1493877593,100,0.1777,0.2383,0.3429,3,2643,61,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,93631,350,1493877593,77,0.109,0.2684,0.2186,4,2954,45,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,45806,1872,1493877593,90,0.1566,0.6255,0.4715,2,2571,253,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,72966,744,1493877593,94,0.0858,0.3653,0.2029,3,2432,280,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,65270,2291,1493877593,100,0.2611,0.3277,0.3727,3,2543,31,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,711.434,42323,1227,1493877593,88,0.2016,0.329,0.3913,3,1847,50,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,56620,1166,1493877593,76,0.3398,0.2989,0.2205,4,2411,49,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,85088,2865,1493877593,98,0.1289,0.2656,0.4383,3,2921,264,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,714.991,52344,960,1493877593,90,0.3464,0.1987,0.2358,3,2429,41,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,66800,462,1493877593,85,0.1201,0.4698,0.5005,3,2581,251,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,53908,2530,1493877593,98,0.1101,0.019,0.6955,3,2577,283,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,660.395,73607,872,1493877593,81,0.2619,0.2978,0.3563,4,2578,32,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,67580,382,1493877593,73,0.2643,0.2992,0.3529,4,2727,73,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,55244,1612,1493877593,89,0.2109,0.1074,0.6083,3,2717,297,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,81223,755,1493877593,82,0.2362,0.3862,0.2184,4,2767,37,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,782.544,57951,9,1493877593,88,0.2114,0.3936,0.4278,3,2426,64,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,75804,1352,1493877593,87,0.1175,0.4757,0.5264,3,2871,272,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,750.192,88793,1669,1493877593,89,0.2201,0.4648,0.2237,4,2646,65,2
